gene,gene_synonym
LOC105375672,LOC105375672
LOC105375673,LOC105375673
LOC105375674,LOC105375674
LOC105375675,LOC105375675
LOC105375676,LOC105375676
LOC105375683,LOC105375683
LOC105375684,LOC105375684
LOC105375685,LOC105375685
LOC105375686,LOC105375686
LOC105375688,LOC105375688
LOC105375689,LOC105375689
LOC105375690,LOC105375690
LOC105375691,LOC105375691
LOC105375692,LOC105375692
LOC105375693,LOC105375693
LOC105375694,LOC105375694
LOC105375695,LOC105375695
LOC105375696,LOC105375696
LOC105375700,LOC105375700
LOC105375701,LOC105375701
LOC105375703,LOC105375703
LOC105375704,LOC105375704
LOC105375705,LOC105375705
LOC105375707,LOC105375707
LOC105375709,LOC105375709
LOC105375710,LOC105375710
LOC105375711,LOC105375711
LOC105375712,LOC105375712
LOC105375713,LOC105375713
LOC105375715,LOC105375715
LOC105375716,LOC105375716
LOC105375717,LOC105375717
LOC105375719,LOC105375719
LOC105375721,LOC105375721
LOC105375723,LOC105375723
LOC105375724,LOC105375724
LOC105375725,LOC105375725
LOC105375727,LOC105375727
LOC105375728,LOC105375728
LOC105375730,LOC105375730
LOC105375731,LOC105375731
LOC105375733,LOC105375733
SMILR,SMILR
LOC105375737,LOC105375737
LOC105375738,LOC105375738
LOC105375739,LOC105375739
LOC105375740,LOC105375740
LOC105375741,LOC105375741
LOC105375742,LOC105375742
LOC105375743,LOC105375743
LOC105375744,LOC105375744
LOC105375746,LOC105375746
LOC105375747,LOC105375747
LOC105375748,LOC105375748
LOC105375749,LOC105375749
LOC105375750,LOC105375750
LOC105375751,LOC105375751
LOC105375752,LOC105375752
LOC105375753,LOC105375753
LOC105375754,LOC105375754
LOC105375758,LOC105375758
LOC105375759,LOC105375759
LOC105375760,LOC105375760
LOC105375761,LOC105375761
LOC105375762,LOC105375762
LOC105375763,LOC105375763
LOC105375765,LOC105375765
LOC105375767,LOC105375767
LOC105375768,LOC105375768
LOC105375769,LOC105375769
LOC105375771,LOC105375771
LOC105375772,LOC105375772
LOC105375773,LOC105375773
LOC105375775,LOC105375775
LOC105375776,LOC105375776
LOC105375777,LOC105375777
LOC105375779,LOC105375779
LOC105375781,LOC105375781
LOC105375782,LOC105375782
LOC105375783,LOC105375783
LOC105375784,LOC105375784
LOC105375785,LOC105375785
LOC105375787,LOC105375787
LOC105375789,LOC105375789
LOC105375790,LOC105375790
LOC105375791,LOC105375791
LOC105375792,LOC105375792
LOC105375794,LOC105375794
LOC105375795,LOC105375795
LOC105375798,LOC105375798
LOC105375799,LOC105375799
LOC105375805,LOC105375805
LOC105375811,LOC105375811
LOC105375812,LOC105375812
LOC105375813,LOC105375813
LOC105375814,LOC105375814
LOC105375815,LOC105375815
LOC105375817,LOC105375817
LOC105375818,LOC105375818
TCONS_00068220,TCONS_00068220
LOC105375820,LOC105375820
LOC105375821,LOC105375821
LOC105375822,LOC105375822
LOC105375825,LOC105375825
LOC105375826,LOC105375826
LOC105375828,LOC105375828
LOC105375829,LOC105375829
LOC105375830,LOC105375830
LOC105375831,LOC105375831
LOC105375833,LOC105375833
LOC105375835,LOC105375835
LOC105375836,LOC105375836
LOC105375839,LOC105375839
LOC105375840,LOC105375840
LOC105375841,LOC105375841
LOC105375842,LOC105375842
LOC105375843,LOC105375843
LOC105375844,LOC105375844
LOC105375845,LOC105375845
LOC105375846,LOC105375846
LOC105375849,LOC105375849
LOC105375850,LOC105375850
LOC105375851,LOC105375851
LOC105375852,LOC105375852
LOC105375855,LOC105375855
LOC105375856,LOC105375856
LOC105375857,LOC105375857
LOC105375858,LOC105375858
LOC105375859,LOC105375859
LOC105375860,LOC105375860
LOC105375861,LOC105375861
LOC105375863,LOC105375863
LOC105375864,LOC105375864
LOC105375870,LOC105375870
LOC105375871,LOC105375871
LOC105375873,LOC105375873
LOC105375874,LOC105375874
LOC105375875,LOC105375875
LOC105375876,LOC105375876
LOC105375877,LOC105375877
LOC105375878,LOC105375878
LOC105375879,LOC105375879
LOC105375880,LOC105375880
LOC105375881,LOC105375881
LOC105375883,LOC105375883
LOC105375884,LOC105375884
LOC105375885,LOC105375885
LOC105375886,LOC105375886
LOC105375888,LOC105375888
LOC105375889,LOC105375889
LOC105375890,LOC105375890
LOC105375892,LOC105375892
LOC105375894,LOC105375894
LOC105375896,LOC105375896
LOC105375897,LOC105375897
LOC105375899,LOC105375899
LOC105375901,LOC105375901
LOC105375902,LOC105375902
LOC105375903,LOC105375903
LOC105375904,LOC105375904
LOC105375905,LOC105375905
LOC105375906,LOC105375906
LOC105375909,LOC105375909
LOC105375911,LOC105375911
LOC105375912,LOC105375912
LOC105375913,LOC105375913
LOC105375914,LOC105375914
LOC105375915,LOC105375915
LOC105375916,LOC105375916
LOC105375918,LOC105375918
LOC105375919,LOC105375919
LOC105375920,LOC105375920
LOC105375921,LOC105375921
LOC105375922,LOC105375922
LOC105375924,LOC105375924
LOC105375925,LOC105375925
LOC105375926,LOC105375926
LOC105375928,LOC105375928
LOC105375930,LOC105375930
LOC105375931,LOC105375931
LOC105375932,LOC105375932
LOC105375933,LOC105375933
LOC105375935,LOC105375935
LOC105375936,LOC105375936
LOC105375937,LOC105375937
LOC105375938,LOC105375938
LOC105375942,LOC105375942
LOC105375943,LOC105375943
LOC105375945,LOC105375945
LOC105375947,LOC105375947
LOC105375949,LOC105375949
LOC105375951,LOC105375951
LOC105375952,LOC105375952
LOC105375953,LOC105375953
LOC105375955,LOC105375955
LOC105375956,LOC105375956
LOC105375957,LOC105375957
LOC105375959,LOC105375959
LOC105375962,LOC105375962
LOC105375964,LOC105375964
LOC105375969,LOC105375969
LOC105375970,LOC105375970
LOC105375971,LOC105375971
LOC105375972,LOC105375972
LOC105375974,LOC105375974
LOC105375975,LOC105375975
LOC105375976,LOC105375976
LOC105375977,LOC105375977
LOC105375979,LOC105375979
LOC105375980,LOC105375980
LOC105375981,LOC105375981
LOC105375983,LOC105375983
LOC105375985,LOC105375985
LOC105375987,LOC105375987
LOC105375988,LOC105375988
LOC105375989,LOC105375989
LOC105375990,LOC105375990
LOC105375992,LOC105375992
LOC105375993,LOC105375993
LOC105375994,LOC105375994
LOC105375996,LOC105375996
LOC105375997,LOC105375997
LOC105375999,LOC105375999
LOC105376000,LOC105376000
LOC105376001,LOC105376001
LOC105376002,LOC105376002
LOC105376003,LOC105376003
LOC105376004,LOC105376004
LOC105376005,LOC105376005
LOC105376009,LOC105376009
LOC105376010,LOC105376010
LOC105376011,LOC105376011
LOC105376013,LOC105376013
LOC105376015,LOC105376015
LOC105376016,LOC105376016
LOC105376017,LOC105376017
LOC105376018,LOC105376018
LOC105376020,LOC105376020
LOC105376023,LOC105376023
LOC105376025,LOC105376025
LOC105376026,LOC105376026
LOC105376030,LOC105376030
LOC105376031,LOC105376031
LOC105376032,LOC105376032
LOC105376033,LOC105376033
LOC105376034,LOC105376034
LOC105376035,LOC105376035
LOC105376037,LOC105376037
LOC105376039,LOC105376039
LOC105376040,LOC105376040
LOC105376041,LOC105376041
LOC105376042,LOC105376042
LOC105376043,LOC105376043
LOC105376044,LOC105376044
LOC105376045,LOC105376045
LOC105376046,LOC105376046
LOC105376050,LOC105376050
LOC105376057,LOC105376057
LOC105376058,LOC105376058
LOC105376060,LOC105376060
LOC105376063,LOC105376063
LOC105376065,LOC105376065
LOC105376067,LOC105376067
LOC105376070,LOC105376070
LOC105376071,LOC105376071
TMEM252-DT,TMEM252-DT
LOC105376074,LOC105376074
LOC105376076,LOC105376076
LOC105376078,LOC105376078
LOC105376079,LOC105376079
LOC105376080,LOC105376080
LOC105376081,LOC105376081
LOC105376082,LOC105376082
LOC105376083,LOC105376083
LOC105376084,LOC105376084
LOC105376085,LOC105376085
LOC105376086,LOC105376086
LOC105376087,LOC105376087
LOC105376088,LOC105376088
LOC105376090,LOC105376090
LOC105376091,LOC105376091
LOC105376093,LOC105376093
LOC105376095,LOC105376095
LOC105376096,LOC105376096
LOC105376097,LOC105376097
LOC105376099,LOC105376099
LOC105376100,LOC105376100
LOC105376101,LOC105376101
LOC105376103,LOC105376103
LOC105376105,LOC105376105
LOC105376106,LOC105376106
LOC105376107,LOC105376107
LOC105376108,LOC105376108
LOC105376110,LOC105376110
LOC105376114,LOC105376114
LOC105376116,LOC105376116
LOC105376118,LOC105376118
LOC105376119,LOC105376119
LOC105376121,LOC105376121
LOC105376123,LOC105376123
LOC105376126,LOC105376126
LOC105376127,LOC105376127
LOC105376131,LOC105376131
LOC105376134,LOC105376134
LOC105376135,LOC105376135
LOC105376136,LOC105376136
LOC105376137,LOC105376137
LOC105376139,LOC105376139
LOC105376140,LOC105376140
LOC105376142,LOC105376142
LOC105376143,LOC105376143
LOC105376144,LOC105376144
LOC105376146,LOC105376146
LOC105376147,LOC105376147
LOC105376148,LOC105376148
LOC105376154,LOC105376154
LOC105376155,LOC105376155
LOC105376156,LOC105376156
LOC105376157,LOC105376157
LOC105376158,LOC105376158
LOC105376161,LOC105376161
LOC105376163,LOC105376163
LOC105376166,LOC105376166
LOC105376167,LOC105376167
LOC105376168,LOC105376168
LOC105376171,LOC105376171
LOC105376174,LOC105376174
LOC105376176,LOC105376176
LOC105376177,LOC105376177
LOC105376179,LOC105376179
LOC105376180,LOC105376180
LOC105376181,LOC105376181
LOC105376182,LOC105376182
LOC105376183,LOC105376183
LOC105376184,LOC105376184
LOC105376186,LOC105376186
LOC105376187,LOC105376187
LOC105376188,LOC105376188
LOC105376190,LOC105376190
LOC105376191,LOC105376191
LOC105376192,LOC105376192
LOC105376193,LOC105376193
LOC105376194,LOC105376194
LOC105376195,LOC105376195
LOC105376196,LOC105376196
LOC105376197,LOC105376197
LOC105376199,LOC105376199
LOC105376201,LOC105376201
LOC105376204,LOC105376204
LOC105376205,LOC105376205
LOC105376206,LOC105376206
LOC105376207,LOC105376207
LOC105376208,LOC105376208
LOC105376209,LOC105376209
LOC105376211,LOC105376211
LOC105376212,LOC105376212
LOC105376213,LOC105376213
LOC105376214,LOC105376214
LOC105376216,LOC105376216
LOC105376217,LOC105376217
LOC105376218,LOC105376218
LOC105376219,LOC105376219
LOC105376220,LOC105376220
LOC105376222,LOC105376222
LOC105376223,LOC105376223
LOC105376224,LOC105376224
LOC105376225,LOC105376225
LOC105376228,LOC105376228
LOC105376229,LOC105376229
LOC105376231,LOC105376231
LOC105376232,LOC105376232
LOC105376233,LOC105376233
LOC105376234,LOC105376234
LOC105376235,LOC105376235
LOC105376236,LOC105376236
LOC105376237,LOC105376237
LOC105376238,LOC105376238
LOC105376239,LOC105376239
LOC105376240,LOC105376240
LOC105376241,LOC105376241
LOC105376242,LOC105376242
LOC105376243,LOC105376243
LOC105376244,LOC105376244
LOC105376246,LOC105376246
LOC105376247,LOC105376247
LOC105376248,LOC105376248
LOC105376249,LOC105376249
LOC105376250,LOC105376250
LOC105376253,LOC105376253
LOC105376257,LOC105376257
LOC105376265,LOC105376265
LOC105376266,LOC105376266
LOC105376267,LOC105376267
LOC105376269,LOC105376269
LOC105376270,LOC105376270
LOC105376271,LOC105376271
LOC105376272,LOC105376272
LOC105376273,LOC105376273
LOC105376274,LOC105376274
LOC105376275,LOC105376275
LOC105376276,LOC105376276
LOC105376277,LOC105376277
LOC105376278,LOC105376278
LOC105376279,LOC105376279
LOC105376281,LOC105376281
LOC105376286,LOC105376286
LOC105376287,LOC105376287
LOC105376289,LOC105376289
LOC105376290,LOC105376290
LOC105376291,LOC105376291
LOC105376292,LOC105376292
LOC105376294,LOC105376294
LOC105376297,LOC105376297
LOC105376299,LOC105376299
LOC105376300,LOC105376300
LOC105376301,LOC105376301
LOC105376302,LOC105376302
LOC105376304,LOC105376304
LOC105376306,LOC105376306
LOC105376308,LOC105376308
LOC105376311,LOC105376311
LOC105376313,LOC105376313
LOC105376314,LOC105376314
LOC105376316,LOC105376316
LOC105376317,LOC105376317
LOC105376318,LOC105376318
LOC105376322,LOC105376322
LOC105376325,LOC105376325
LOC105376326,LOC105376326
LOC105376327,LOC105376327
LOC105376328,LOC105376328
LOC105376331,LOC105376331
LOC105376332,LOC105376332
LOC105376333,LOC105376333
LOC105376340,LOC105376340
LOC105376341,LOC105376341
LOC105376342,LOC105376342
LOC105376344,LOC105376344
LOC105376345,LOC105376345
LOC105376346,LOC105376346
LOC105376349,LOC105376349
LOC105376350,LOC105376350
LOC105376352,LOC105376352
LOC105376356,LOC105376356
LOC105376357,LOC105376357
LOC105376358,LOC105376358
LOC105376360,LOC105376360
LOC105376361,LOC105376361
LOC105376363,LOC105376363
LOC105376364,LOC105376364
LOC105376367,LOC105376367
LOC105376368,LOC105376368
LOC105376369,LOC105376369
LOC105376370,LOC105376370
LOC105376371,LOC105376371
LOC105376372,LOC105376372
LOC105376373,LOC105376373
LOC105376374,LOC105376374
LOC105376375,LOC105376375
LOC105376380,LOC105376380
LOC105376381,LOC105376381
LOC105376384,LOC105376384
LOC105376387,LOC105376387
LOC105376390,LOC105376390
LOC105376391,LOC105376391
LOC105376392,LOC105376392
LOC105376394,LOC105376394
LOC105376395,LOC105376395
LOC105376396,LOC105376396
LOC105376397,LOC105376397
LOC105376398,LOC105376398
LOC105376399,LOC105376399
LOC105376400,LOC105376400
LOC105376403,LOC105376403
LOC105376405,LOC105376405
LOC105376409,LOC105376409
LOC105376410,LOC105376410
LOC105376411,LOC105376411
LOC105376412,LOC105376412
LOC105376413,LOC105376413
LOC105376415,LOC105376415
LOC105376416,LOC105376416
LOC105376418,LOC105376418
LOC105376419,LOC105376419
LOC105376420,LOC105376420
LOC105376421,LOC105376421
LOC105376422,LOC105376422
LOC105376425,LOC105376425
LOC105376426,LOC105376426
LOC105376428,LOC105376428
LOC105376429,LOC105376429
LOC105376431,LOC105376431
LOC105376433,LOC105376433
LOC105376434,LOC105376434
LOC105376435,LOC105376435
LOC105376436,LOC105376436
LOC105376437,LOC105376437
LOC105376440,LOC105376440
LOC105376441,LOC105376441
LOC105376442,LOC105376442
LOC105376445,LOC105376445
LOC105376447,LOC105376447
LOC105376448,LOC105376448
LOC105376449,LOC105376449
LOC105376450,LOC105376450
LOC105376451,LOC105376451
LOC105376453,LOC105376453
LOC105376454,LOC105376454
LOC105376455,LOC105376455
LOC105376456,LOC105376456
LOC105376460,LOC105376460
LOC105376461,LOC105376461
SELENOOLP,SELENOOLP
MPP7-DT,MPP7-DT
LOC105376467,LOC105376467
LOC105376470,LOC105376470
LOC105376471,LOC105376471
LOC105376472,LOC105376472
LOC105376473,LOC105376473
LOC105376474,LOC105376474
LOC105376475,LOC105376475
LOC105376476,LOC105376476
LOC105376477,LOC105376477
LOC105376478,LOC105376478
LOC105376479,LOC105376479
LOC105376481,LOC105376481
LOC105376482,LOC105376482
LOC105376483,LOC105376483
LOC105376484,LOC105376484
LOC105376485,LOC105376485
LOC105376486,LOC105376486
LOC105376489,LOC105376489
LOC105376494,LOC105376494
LOC105376496,LOC105376496
LOC105376497,LOC105376497
LOC105376498,LOC105376498
ZNF25-DT,ZNF25-DT
LOC105376500,LOC105376500
LOC105376504,LOC105376504
LOC105376505,LOC105376505
LOC105376506,LOC105376506
LOC105376507,LOC105376507
LOC105376509,LOC105376509
LOC105376512,LOC105376512
LOC105376514,LOC105376514
LOC105376517,LOC105376517
LOC105376520,LOC105376520
LOC105376526,LOC105376526
LOC105376527,LOC105376527
LOC105376528,LOC105376528
LOC105376533,LOC105376533
LOC105376535,LOC105376535
LOC105376536,LOC105376536
LOC105376539,LOC105376539
LOC105376541,LOC105376541
LOC105376542,LOC105376542
LOC105376544,LOC105376544
LOC105376547,LOC105376547
LOC105376548,LOC105376548
LOC105376553,LOC105376553
LOC105376556,LOC105376556
LOC105376558,LOC105376558
LOC105376567,LOC105376567
LOC105376568,LOC105376568
LOC105376571,LOC105376571
LOC105376572,LOC105376572
LOC105376576,LOC105376576
LOC105376577,LOC105376577
LOC105376578,LOC105376578
LOC105376579,LOC105376579
LOC105376583,LOC105376583
LOC105376584,LOC105376584
LOC105376585,LOC105376585
LOC105376586,LOC105376586
LOC105376587,LOC105376587
LOC105376588,LOC105376588
LOC105376589,LOC105376589
LOC105376591,LOC105376591
LOC105376595,LOC105376595
LOC105376598,LOC105376598
LOC105376600,LOC105376600
LOC105376601,LOC105376601
LOC105376604,LOC105376604
LOC105376607,LOC105376607
LOC105376611,LOC105376611
LOC105376613,LOC105376613
LOC105376615,LOC105376615
LOC105376617,LOC105376617
LOC105376621,LOC105376621
LOC105376622,LOC105376622
LOC105376624,LOC105376624
LOC105376625,LOC105376625
LOC105376626,LOC105376626
LOC105376627,LOC105376627
LOC105376631,LOC105376631
LOC105376632,LOC105376632
LOC105376634,LOC105376634
LOC105376635,LOC105376635
LOC105376636,LOC105376636
LOC105376637,LOC105376637
LOC105376639,LOC105376639
LOC105376641,LOC105376641
LOC105376642,LOC105376642
LOC105376644,LOC105376644
LOC105376645,LOC105376645
LOC105376646,LOC105376646
LOC105376649,LOC105376649
LOC105376650,LOC105376650
LOC105376652,LOC105376652
LOC105376654,LOC105376654
LOC105376655,LOC105376655
LOC105376656,LOC105376656
LOC105376661,LOC105376661
LOC105376674,LOC105376674
LOC105376675,LOC105376675
LOC105376678,LOC105376678
LOC105376682,LOC105376682
LOC105376686,LOC105376686
LOC105376687,LOC105376687
LOC105376689,LOC105376689
LOC105376691,LOC105376691
LOC105376692,LOC105376692
LOC105376695,LOC105376695
LOC105376698,LOC105376698
LOC105376704,LOC105376704
LOC105376707,LOC105376707
LOC105376709,LOC105376709
LOC105376710,LOC105376710
LOC105376712,LOC105376712
LOC105376713,LOC105376713
LOC105376714,LOC105376714
LOC105376717,LOC105376717
LOC105376718,LOC105376718
LOC105376722,LOC105376722
LOC105376724,LOC105376724
LOC105376725,LOC105376725
LOC105376730,LOC105376730
LOC105376733,LOC105376733
LOC105376735,LOC105376735
LOC105376737,LOC105376737
LOC105376738,LOC105376738
LOC105376739,LOC105376739
LOC105376740,LOC105376740
LOC105376748,LOC105376748
LOC105376749,LOC105376749
LOC105376751,LOC105376751
NPIPA9,NPIPA9
LOC105376753,LOC105376753
LOC105376754,LOC105376754
LOC105376755,LOC105376755
LOC105376756,LOC105376756
LOC105376759,LOC105376759
LOC105376767,LOC105376767
LOC105376772,LOC105376772
LOC105376774,LOC105376774
LOC105376775,LOC105376775
LOC105376778,LOC105376778
LOC105376781,LOC105376781
LOC105376786,LOC105376786
LOC105376787,LOC105376787
LOC105376789,LOC105376789
LOC105376791,LOC105376791
LOC105376794,LOC105376794
LOC105376799,LOC105376799
LOC105376805,LOC105376805
LOC105376806,LOC105376806
LOC105376808,LOC105376808
LOC105376809,LOC105376809
LOC105376810,LOC105376810
LOC105376812,LOC105376812
LOC105376815,LOC105376815
LOC105376817,LOC105376817
